t,Executor_Main,dual_giver_phase,dual_giver_speed,dual_giver_tracking_error
35.280,Completed,6,0.0000000,0.0000000
35.300,Completed,6,0.0000000,0.0000000
35.320,Completed,6,0.0000000,0.0000000
35.340,Completed,6,0.0000000,0.0000000
35.360,Completed,6,0.0000000,0.0000000
35.380,Completed,6,0.0000000,0.0000000
35.400,Completed,6,0.0000000,0.0000000
35.420,Completed,6,0.0000000,0.0000000
35.440,Completed,6,0.0000000,0.0000000
35.460,Completed,6,0.0000000,0.0000000
35.480,Completed,6,0.0000000,0.0000000
35.500,Completed,6,0.0000000,0.0000000
35.520,Completed,6,0.0000000,0.0000000
35.540,Completed,6,0.0000000,0.0000000
35.560,Completed,6,0.0000000,0.0000000
35.580,Completed,6,0.0000000,0.0000000
35.600,Completed,6,0.0000000,0.0000000
35.620,Completed,6,0.0000000,0.0000000
35.640,Completed,6,0.0000000,0.0000000
35.660,Completed,6,0.0000000,0.0000000
35.680,Completed,6,0.0000000,0.0000000
35.700,Completed,6,0.0000000,0.0000000
35.720,Completed,6,0.0000000,0.0000000
35.740,Completed,6,0.0000000,0.0000000
35.760,Completed,6,0.0000000,0.0000000
35.780,Completed,6,0.0000000,0.0000000
35.800,Completed,6,0.0000000,0.0000000
35.820,Completed,6,0.0000000,0.0000000
35.840,Completed,6,0.0000000,0.0000000
35.860,Completed,6,0.0000000,0.0000000
35.880,Completed,6,0.0000000,0.0000000
35.900,Completed,6,0.0000000,0.0000000
35.920,Completed,6,0.0000000,0.0000000
35.940,Completed,6,0.0000000,0.0000000
35.960,Completed,6,0.0000000,0.0000000
35.980,Completed,6,0.0000000,0.0000000
36.000,Completed,6,0.0000000,0.0000000
36.020,Completed,6,0.0000000,0.0000000
36.040,Completed,6,0.0000000,0.0000000
36.060,Completed,6,0.0000000,0.0000000
36.080,Completed,6,0.0000000,0.0000000
36.100,Completed,6,0.0000000,0.0000000
36.120,Completed,6,0.0000000,0.0000000
36.140,Completed,6,0.0000000,0.0000000
36.160,Completed,6,0.0000000,0.0000000
36.180,Completed,6,0.0000000,0.0000000
36.200,Completed,6,0.0000000,0.0000000
36.220,Completed,6,0.0000000,0.0000000
36.240,Completed,6,0.0000000,0.0000000
36.260,Completed,6,0.0000000,0.0000000
36.280,Completed,6,0.0000000,0.0000000
36.300,Completed,6,0.0000000,0.0000000
36.320,Completed,6,0.0000000,0.0000000
36.340,Completed,6,0.0000000,0.0000000
36.360,Completed,6,0.0000000,0.0000000
36.380,Completed,6,0.0000000,0.0000000
36.400,Completed,6,0.0000000,0.0000000
36.420,Completed,6,0.0000000,0.0000000
36.440,Completed,6,0.0000000,0.0000000
36.460,Completed,6,0.0000000,0.0000000
36.480,Completed,6,0.0000000,0.0000000
36.500,Completed,6,0.0000000,0.0000000
36.520,Completed,6,0.0000000,0.0000000
36.540,Completed,6,0.0000000,0.0000000
36.560,Completed,6,0.0000000,0.0000000
36.580,Completed,6,0.0000000,0.0000000
36.600,Completed,6,0.0000000,0.0000000
36.620,Completed,6,0.0000000,0.0000000
36.640,Completed,6,0.0000000,0.0000000
36.660,Completed,6,0.0000000,0.0000000
36.680,Completed,6,0.0000000,0.0000000
36.700,Completed,6,0.0000000,0.0000000
36.720,Completed,6,0.0000000,0.0000000
36.740,Completed,6,0.0000000,0.0000000
36.760,Completed,6,0.0000000,0.0000000
36.780,Completed,6,0.0000000,0.0000000
36.800,Completed,6,0.0000000,0.0000000
36.820,Completed,6,0.0000000,0.0000000
36.840,Completed,6,0.0000000,0.0000000
36.860,Completed,6,0.0000000,0.0000000
36.880,Completed,6,0.0000000,0.0000000
36.900,Completed,6,0.0000000,0.0000000
36.920,Completed,6,0.0000000,0.0000000
36.940,Completed,6,0.0000000,0.0000000
36.960,Completed,6,0.0000000,0.0000000
36.980,Completed,6,0.0000000,0.0000000
37.000,Completed,6,0.0000000,0.0000000
37.020,Completed,6,0.0000000,0.0000000
37.040,Completed,6,0.0000000,0.0000000
37.060,Completed,6,0.0000000,0.0000000
37.080,Completed,6,0.0000000,0.0000000
37.100,Completed,6,0.0000000,0.0000000
37.120,Completed,6,0.0000000,0.0000000
37.140,Completed,6,0.0000000,0.0000000
37.160,Completed,6,0.0000000,0.0000000
37.180,Completed,6,0.0000000,0.0000000
37.200,Completed,6,0.0000000,0.0000000
37.220,Completed,6,0.0000000,0.0000000
37.240,Completed,6,0.0000000,0.0000000
37.260,Completed,6,0.0000000,0.0000000
37.280,Completed,6,0.0000000,0.0000000
37.300,Completed,6,0.0000000,0.0000000
37.320,Completed,6,0.0000000,0.0000000
37.340,Completed,6,0.0000000,0.0000000
37.360,Completed,6,0.0000000,0.0000000
37.380,Completed,6,0.0000000,0.0000000
37.400,Completed,6,0.0000000,0.0000000
37.420,Completed,6,0.0000000,0.0000000
37.440,Completed,6,0.0000000,0.0000000
37.460,Completed,6,0.0000000,0.0000000
37.480,Completed,6,0.0000000,0.0000000
37.500,Completed,6,0.0000000,0.0000000
37.520,Completed,6,0.0000000,0.0000000
37.540,Completed,6,0.0000000,0.0000000
37.560,Completed,6,0.0000000,0.0000000
37.580,Completed,6,0.0000000,0.0000000
37.600,Completed,6,0.0000000,0.0000000
37.620,Completed,6,0.0000000,0.0000000
37.640,Completed,6,0.0000000,0.0000000
37.660,Completed,6,0.0000000,0.0000000
37.680,Completed,6,0.0000000,0.0000000
37.700,Completed,6,0.0000000,0.0000000
37.720,Completed,6,0.0000000,0.0000000
37.740,Completed,6,0.0000000,0.0000000
37.760,Completed,6,0.0000000,0.0000000
37.780,Completed,6,0.0000000,0.0000000
37.800,Completed,6,0.0000000,0.0000000
37.820,Completed,6,0.0000000,0.0000000
37.840,Completed,6,0.0000000,0.0000000
37.860,Completed,6,0.0000000,0.0000000
37.880,Completed,6,0.0000000,0.0000000
37.900,Completed,6,0.0000000,0.0000000
37.920,Completed,6,0.0000000,0.0000000
37.940,Completed,6,0.0000000,0.0000000
37.960,Completed,6,0.0000000,0.0000000
37.980,Completed,6,0.0000000,0.0000000
38.000,Completed,6,0.0000000,0.0000000
38.020,Completed,6,0.0000000,0.0000000
38.040,Completed,6,0.0000000,0.0000000
38.060,Completed,6,0.0000000,0.0000000
38.080,Completed,6,0.0000000,0.0000000
38.100,Completed,6,0.0000000,0.0000000
38.120,Completed,6,0.0000000,0.0000000
38.140,Completed,6,0.0000000,0.0000000
38.160,Completed,6,0.0000000,0.0000000
38.180,Completed,6,0.0000000,0.0000000
38.200,Completed,6,0.0000000,0.0000000
38.220,Completed,6,0.0000000,0.0000000
38.240,Completed,6,0.0000000,0.0000000
38.260,Completed,6,0.0000000,0.0000000
38.280,Completed,6,0.0000000,0.0000000
38.300,Completed,6,0.0000000,0.0000000
38.320,Completed,6,0.0000000,0.0000000
38.340,Completed,6,0.0000000,0.0000000
38.360,Completed,6,0.0000000,0.0000000
38.380,Completed,6,0.0000000,0.0000000
38.400,Completed,6,0.0000000,0.0000000
38.420,Completed,6,0.0000000,0.0000000
38.440,Completed,6,0.0000000,0.0000000
38.460,Completed,6,0.0000000,0.0000000
38.480,Completed,6,0.0000000,0.0000000
38.500,Completed,6,0.0000000,0.0000000
38.520,Completed,6,0.0000000,0.0000000
38.540,Completed,6,0.0000000,0.0000000
38.560,Completed,6,0.0000000,0.0000000
38.580,Completed,6,0.0000000,0.0000000
38.600,Completed,6,0.0000000,0.0000000
38.620,Completed,6,0.0000000,0.0000000
38.640,Completed,6,0.0000000,0.0000000
38.660,Completed,6,0.0000000,0.0000000
38.680,Completed,6,0.0000000,0.0000000
38.700,Completed,6,0.0000000,0.0000000
38.720,Completed,6,0.0000000,0.0000000
38.740,Completed,6,0.0000000,0.0000000
38.760,Completed,6,0.0000000,0.0000000
38.780,Completed,6,0.0000000,0.0000000
38.800,Completed,6,0.0000000,0.0000000
38.820,Completed,6,0.0000000,0.0000000
38.840,Completed,6,0.0000000,0.0000000
38.860,Completed,6,0.0000000,0.0000000
38.880,Completed,6,0.0000000,0.0000000
38.900,Completed,6,0.0000000,0.0000000
38.920,Completed,6,0.0000000,0.0000000
38.940,Completed,6,0.0000000,0.0000000
38.960,Completed,6,0.0000000,0.0000000
38.980,Completed,6,0.0000000,0.0000000
39.000,Completed,6,0.0000000,0.0000000
39.020,Completed,6,0.0000000,0.0000000
39.040,Completed,6,0.0000000,0.0000000
39.060,Completed,6,0.0000000,0.0000000
39.080,Completed,6,0.0000000,0.0000000
39.100,Completed,6,0.0000000,0.0000000
39.120,Completed,6,0.0000000,0.0000000
39.140,Completed,6,0.0000000,0.0000000
39.160,Completed,6,0.0000000,0.0000000
39.180,Completed,6,0.0000000,0.0000000
39.200,Completed,6,0.0000000,0.0000000
39.220,Completed,6,0.0000000,0.0000000
39.240,Completed,6,0.0000000,0.0000000
39.260,Completed,6,0.0000000,0.0000000
39.280,Completed,6,0.0000000,0.0000000
39.300,Completed,6,0.0000000,0.0000000
39.320,Completed,6,0.0000000,0.0000000
39.340,Completed,6,0.0000000,0.0000000
39.360,Completed,6,0.0000000,0.0000000
39.380,Completed,6,0.0000000,0.0000000
39.400,Completed,6,0.0000000,0.0000000
39.420,Completed,6,0.0000000,0.0000000
39.440,Completed,6,0.0000000,0.0000000
39.460,Completed,6,0.0000000,0.0000000
39.480,Completed,6,0.0000000,0.0000000
39.500,Completed,6,0.0000000,0.0000000
39.520,Completed,6,0.0000000,0.0000000
39.540,Completed,6,0.0000000,0.0000000
39.560,Completed,6,0.0000000,0.0000000
39.580,Completed,6,0.0000000,0.0000000
39.600,Completed,6,0.0000000,0.0000000
39.620,Completed,6,0.0000000,0.0000000
39.640,Completed,6,0.0000000,0.0000000
39.660,Completed,6,0.0000000,0.0000000
39.680,Completed,6,0.0000000,0.0000000
39.700,Completed,6,0.0000000,0.0000000
39.720,Completed,6,0.0000000,0.0000000
39.740,Completed,6,0.0000000,0.0000000
39.760,Completed,6,0.0000000,0.0000000
39.780,Completed,6,0.0000000,0.0000000
39.800,Completed,6,0.0000000,0.0000000
39.820,Completed,6,0.0000000,0.0000000
39.840,Completed,6,0.0000000,0.0000000
39.860,Completed,6,0.0000000,0.0000000
39.880,Completed,6,0.0000000,0.0000000
39.900,Completed,6,0.0000000,0.0000000
39.920,Completed,6,0.0000000,0.0000000
39.940,Completed,6,0.0000000,0.0000000
39.960,Completed,6,0.0000000,0.0000000
39.980,Completed,6,0.0000000,0.0000000
